date,country,local,industry_sector,accident_level,potential_accident_level,gender,employee_type,critical_risk,description,year,month,day,weekday,weekofyear,season,severity_score,high_severity,date.1,time,factory,region,shift,workers,exp,training,temp,pressure,humidity,vibration,speed,age,service_days,gas,sparks,alarm,risk,accident,clean_description,root_causes,description_length,word_count,forecast_risk_probability,risk_category,recommendation
2016-02-29,Country_02,Local_02,Mining,II,IV,Male,Employee,Others,"During maintenance of the Flyght pump rotor, the oil pressure of the the lubrication chamber caused the chamber cover to be projected towards the employee's face, striking him superficially on the forehead, causing injury.",2016,2,29,Monday,9,Summer,2,0,2021-02-10,12:30:00,Factory_B,Urban,Night,40.0,Junior,Yes,32.08,25.27,77.39,3.63,2830.21,6,287,9.75,1,On,64.94,0,during maintenance of the flyght pump rotor  the oil pressure of the the lubrication chamber caused the chamber cover to be projected towards the employee s face  striking him superficially on the forehead  causing injury,equipment_failure,221,35,0.7233333333333334,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-02-26,Country_01,Local_06,Metals,I,IV,Male,Third Party (Remote),Pressurized Systems / Chemical Substances,"Approx. at 11:22 am there is a leakage of sulfur dioxide (SO2) from section 20/30 due to water seal blowing due to overpressure of the acid plant, at that moment there were 13 collaborators of CORMEI companies, EISSA and COSAPI doing work near the impacted area; who were evacuated to the medical center for their care, then returned to their usual work.",2016,2,26,Friday,8,Summer,1,0,2022-03-10,09:30:00,Factory_B,Urban,Night,24.0,Junior,Yes,40.11,28.73,50.9,1.29,2354.49,19,195,5.93,2,On,75.24,1,approx  at       am there is a leakage of sulfur dioxide  so   from section       due to water seal blowing due to overpressure of the acid plant  at that moment there were    collaborators of cormei companies  eissa and cosapi doing work near the impacted area  who were evacuated to the medical center for their care  then returned to their usual work,other,353,59,0.9233333333333333,High Risk,Perform comprehensive industrial safety inspection.
2016-02-27,Country_01,Local_01,Mining,I,III,Male,Third Party,Others,"While performing the cutting of the meshes protruding in the gables of the work, the assistant loader is positioned at 1.40mt. on the floor using a portable ladder which was held at the base by the master loader, at which time the loader assistant loses balance and when falling is held by the mesh with the hand hanging at 0.80mt. of the floor causing the injury.",2016,2,27,Saturday,8,Summer,1,0,2023-09-30,21:00:00,Factory_B,Urban,Night,43.0,Senior,No,14.12,16.93,52.28,3.7,2140.07,6,273,8.25,0,Off,37.39,0,while performing the cutting of the meshes protruding in the gables of the work  the assistant loader is positioned at     mt  on the floor using a portable ladder which was held at the base by the master loader  at which time the loader assistant loses balance and when falling is held by the mesh with the hand hanging at     mt  of the floor causing the injury,fall_slip,363,66,0.8833333333333333,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-03-02,Country_02,Local_08,Metals,I,III,Male,Employee,Pressed,"The operator was in the center (Demag IV), performing maintenance. When transporting the hydraulic cylinder with the help of another operator the official was unbalanced coming the cylinder that carried to press his finger (Left thumb) against the pillar of support of the oven specified below (figure).",2016,3,2,Wednesday,9,Autumn,1,0,2023-04-14,17:30:00,Factory_D,Urban,Night,49.0,Junior,No,33.49,23.37,41.34,4.84,3366.37,11,307,6.37,1,On,67.49,0,the operator was in the center  demag iv   performing maintenance  when transporting the hydraulic cylinder with the help of another operator the official was unbalanced coming the cylinder that carried to press his finger  left thumb  against the pillar of support of the oven specified below  figure,human_error,301,47,0.72,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-03-02,Country_01,Local_06,Metals,I,III,Male,Employee,Blocking and isolation of energies,"During the start of the neutral leaching process, the employee Jhonatan proceeds to open the air valve of the tank Airlift a circumstance in which the process solution returns through the chimney, the solution coming into contact with the arm and right foot.",2016,3,2,Wednesday,9,Autumn,1,0,2023-06-29,12:15:00,Factory_B,Rural,Day,33.0,Senior,No,31.42,24.64,69.27,2.67,2676.87,15,237,9.06,4,Off,68.45,0,during the start of the neutral leaching process  the employee jhonatan proceeds to open the air valve of the tank airlift a circumstance in which the process solution returns through the chimney  the solution coming into contact with the arm and right foot,equipment_failure,257,43,0.89,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-03-03,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"At a time when two assistants were carrying a bag of cement weighing 42.5 kg to the lamp of the loader - suspended about 10 cm from the floor, the left foot of one of the assistants slid and hit the edge of the baton.",2016,3,3,Thursday,9,Autumn,1,0,2021-04-21,16:45:00,Factory_C,Industrial_Zone,Day,36.0,Junior,Yes,32.86,27.24,55.75,0.88,1971.31,17,362,0.66,0,On,78.16,1,at a time when two assistants were carrying a bag of cement weighing      kg to the lamp of the loader   suspended about    cm from the floor  the left foot of one of the assistants slid and hit the edge of the baton,other,216,42,0.9,High Risk,Perform comprehensive industrial safety inspection.
2016-03-04,Country_01,Local_06,Metals,I,III,Male,Employee,Manual Tools,"The operator cleaned with spatula spear through one of the windows of the boiler, at that time by force action hit the window frame, causing injury to the little finger of the left hand, the operator had all EPP for boiler cleaning.",2016,3,4,Friday,9,Autumn,1,0,2021-04-02,14:00:00,Factory_B,Industrial_Zone,Night,35.0,Junior,Yes,35.19,29.13,63.78,3.2,3976.3,10,323,2.71,2,On,74.16,0,the operator cleaned with spatula spear through one of the windows of the boiler  at that time by force action hit the window frame  causing injury to the little finger of the left hand  the operator had all epp for boiler cleaning,human_error,231,42,0.87,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-03-05,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"The locomotive No. 15 operated by MAPERU personnel, was directed with 10 wagons loaded with ore from the OP4 to the waste bin. Next to the waste bin, the patrol car (which goes on the back of the wagons) the moment it passed over a change of track, the left rear wheel of the patrol car leaves the rail advancing the locomotive leaving the patrol car tilted more ahead. The assistant motorist who traveled alone in the patrol car remained inside the structure and suffered minor bruises.",2016,3,5,Saturday,9,Autumn,1,0,2023-02-10,12:15:00,Factory_A,Urban,Night,41.0,Junior,No,33.13,24.48,72.42,2.49,3543.73,7,337,4.52,1,On,71.52,0,the locomotive no     operated by maperu personnel  was directed with    wagons loaded with ore from the op  to the waste bin  next to the waste bin  the patrol car  which goes on the back of the wagons  the moment it passed over a change of track  the left rear wheel of the patrol car leaves the rail advancing the locomotive leaving the patrol car tilted more ahead  the assistant motorist who traveled alone in the patrol car remained inside the structure and suffered minor bruises,equipment_failure,486,85,0.8633333333333333,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-03-06,Country_01,Local_04,Mining,I,III,Male,Employee,Others,"On pit 831 of level 1910 when radial drilling was performed of negative holes with the simba M4C ITH No. 5 equipment, when the assistant of the equipment operator made the change of the drill bit, the metal bar (hammer) is released from the coupling of the rotation unit and when abruptly withdrawing his hands hit the back of his right hand against the team's structure. At the time of the accident the team was Paid.",2016,3,6,Sunday,9,Autumn,1,0,2022-03-24,22:15:00,Factory_D,Industrial_Zone,Day,22.0,Junior,Yes,30.0,24.52,74.77,4.71,2943.27,11,359,7.34,2,Off,71.24,0,on pit     of level      when radial drilling was performed of negative holes with the simba m c ith no    equipment  when the assistant of the equipment operator made the change of the drill bit  the metal bar  hammer  is released from the coupling of the rotation unit and when abruptly withdrawing his hands hit the back of his right hand against the team s structure  at the time of the accident the team was paid,"equipment_failure, human_error",417,75,0.7333333333333333,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-03-06,Country_01,Local_03,Mining,III,IV,Male,Third Party (Remote),Others,"At a time when a worker and another partner were preparing to move an oil cylinder (55 gallons) on a mobile platform mounted on rails (platform weighing approximately 200 kg) it is derailed (leaves the rail). In order to place the platform on the rail, both workers lift the platform and in those instants the right hand of one of them is trapped between the rail and the platform structure where it was held (metallic tube protruding from the platform). This accident caused a bruised wound on the index finger of the right hand, there was no fracture. At the time of the accident they both wore leather-type safety gloves.",2016,3,6,Sunday,9,Autumn,3,0,2023-03-09,10:00:00,Factory_C,Industrial_Zone,Day,30.0,Junior,No,31.19,27.87,46.14,4.43,2381.86,14,329,7.45,1,Off,69.53,0,at a time when a worker and another partner were preparing to move an oil cylinder     gallons  on a mobile platform mounted on rails  platform weighing approximately     kg  it is derailed  leaves the rail   in order to place the platform on the rail  both workers lift the platform and in those instants the right hand of one of them is trapped between the rail and the platform structure where it was held  metallic tube protruding from the platform   this accident caused a bruised wound on the index finger of the right hand  there was no fracture  at the time of the accident they both wore leather type safety gloves,human_error,623,109,0.7466666666666667,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
